Time [ps]	320.2 nm	325.3 nm	330.1 nm	335.2 nm	340.3 nm	345.1 nm	350.2 nm	355.3 nm	360.4 nm	365.3 nm	370.4 nm	375.5 nm	380.4 nm	385.5 nm	390.7 nm	407.6 nm	412.7 nm	417.9 nm	422.8 nm	428.0 nm	433.2 nm	438.4 nm	443.3 nm	448.5 nm	453.7 nm	458.6 nm	463.8 nm	469.0 nm	473.9 nm	479.2 nm	484.4 nm	489.3 nm	494.6 nm	499.8 nm	505.1 nm	510.0 nm	515.3 nm	520.5 nm	525.5 nm	530.8 nm	536.1 nm	541.0 nm	546.3 nm	551.6 nm	556.6 nm	561.9 nm	567.2 nm	572.5 nm	577.5 nm	582.9 nm	588.2 nm	593.2 nm	598.5 nm	603.9 nm	608.9 nm	614.3 nm	619.6 nm	624.7 nm	630.0 nm	635.4 nm	640.7 nm	645.8 nm	651.2 nm	656.6 nm	661.7 nm	667.0 nm	672.4 nm	677.5 nm	682.9 nm	688.3 nm	693.5 nm	698.9 nm	704.3 nm
5.3000002	0.0029858	0.0039980	0.0054401	0.0053215	0.0056185	0.0051876	0.0053169	0.0052041	0.0045483	0.0039361	0.0032884	0.0025872	0.0016420	0.0004385	-0.0010252	-0.0036803	-0.0039597	-0.0036228	-0.0026853	-0.0015552	-0.0007393	0.0001008	0.0011258	0.0024808	0.0032508	0.0033497	0.0028962	0.0019835	0.0010746	-0.0000214	-0.0011016	-0.0022617	-0.0035862	-0.0052958	-0.0069232	-0.0074034	-0.0071172	-0.0065978	-0.0061768	-0.0057298	-0.0053948	-0.0050658	-0.0045088	-0.0043065	-0.0038289	-0.0034487	-0.0032115	-0.0028405	-0.0024523	-0.0023411	-0.0020950	-0.0018404	-0.0016810	-0.0014718	-0.0013874	-0.0011660	-0.0010454	-0.0009352	-0.0007806	-0.0006502	-0.0005983	-0.0004506	-0.0002281	-0.0001798	-0.0000098	-0.0001075	0.0000618	-0.0000041	0.0000950	-0.0000089	0.0001909	0.0001752	0.0002019
5.4000001	0.0030947	0.0038369	0.0050104	0.0053653	0.0054251	0.0049174	0.0047971	0.0045530	0.0039780	0.0037790	0.0031664	0.0025428	0.0015497	0.0004054	-0.0009625	-0.0039314	-0.0041609	-0.0038230	-0.0027323	-0.0017077	-0.0007625	0.0000057	0.0009761	0.0022378	0.0030021	0.0031925	0.0026474	0.0018862	0.0010031	-0.0001062	-0.0010898	-0.0021662	-0.0035029	-0.0051469	-0.0066425	-0.0070840	-0.0068430	-0.0063231	-0.0057795	-0.0053962	-0.0050994	-0.0047157	-0.0041880	-0.0038073	-0.0034017	-0.0029970	-0.0025533	-0.0023318	-0.0021341	-0.0016992	-0.0014655	-0.0012459	-0.0011024	-0.0009450	-0.0008018	-0.0006335	-0.0004329	-0.0003656	-0.0001852	-0.0001527	-0.0001178	0.0000639	0.0001366	0.0000470	0.0002100	0.0001542	0.0001479	0.0001872	0.0001148	0.0001511	0.0001403	0.0001020	0.0002251
5.5000000	0.0030298	0.0038558	0.0049941	0.0050283	0.0051754	0.0048715	0.0048112	0.0046149	0.0042145	0.0038395	0.0033513	0.0026047	0.0016576	0.0006791	-0.0006333	-0.0035699	-0.0037837	-0.0034799	-0.0024345	-0.0015223	-0.0007354	0.0000686	0.0010605	0.0022537	0.0031349	0.0032963	0.0028499	0.0020265	0.0010909	0.0000481	-0.0009507	-0.0020378	-0.0033029	-0.0049736	-0.0064750	-0.0069421	-0.0067386	-0.0061855	-0.0057151	-0.0054186	-0.0050762	-0.0046594	-0.0041892	-0.0038379	-0.0035181	-0.0031239	-0.0026959	-0.0025020	-0.0022549	-0.0019790	-0.0017713	-0.0015794	-0.0013597	-0.0011936	-0.0010069	-0.0009679	-0.0007717	-0.0006715	-0.0004984	-0.0005552	-0.0004713	-0.0003792	-0.0004237	-0.0005729	-0.0005435	-0.0005490	-0.0005584	-0.0004320	-0.0004004	-0.0004348	-0.0005483	-0.0006674	-0.0004803
5.5999999	0.0026301	0.0038360	0.0047729	0.0052934	0.0051816	0.0049668	0.0048613	0.0048851	0.0043863	0.0040947	0.0035055	0.0026989	0.0017198	0.0007177	-0.0007434	-0.0034335	-0.0036532	-0.0033448	-0.0024598	-0.0014422	-0.0007687	-0.0000219	0.0010116	0.0022458	0.0030546	0.0032607	0.0026885	0.0019194	0.0009226	-0.0000343	-0.0010455	-0.0021160	-0.0033896	-0.0050165	-0.0065115	-0.0069431	-0.0066620	-0.0061361	-0.0057714	-0.0054121	-0.0050811	-0.0046811	-0.0041704	-0.0039180	-0.0034939	-0.0031278	-0.0028432	-0.0025185	-0.0023280	-0.0021117	-0.0018924	-0.0016877	-0.0014108	-0.0011669	-0.0011827	-0.0009049	-0.0009357	-0.0007841	-0.0005902	-0.0005849	-0.0004822	-0.0005366	-0.0005592	-0.0006912	-0.0006851	-0.0007164	-0.0006854	-0.0006183	-0.0005480	-0.0006729	-0.0006440	-0.0008219	-0.0006049
5.6999998	0.0028604	0.0037138	0.0048207	0.0052144	0.0051119	0.0047234	0.0047356	0.0044322	0.0040966	0.0036899	0.0032854	0.0026569	0.0017659	0.0008496	-0.0006545	-0.0033134	-0.0035983	-0.0033035	-0.0024546	-0.0015091	-0.0008142	-0.0001114	0.0008232	0.0020093	0.0028736	0.0029972	0.0025216	0.0017677	0.0008208	-0.0001903	-0.0010457	-0.0021578	-0.0034308	-0.0050127	-0.0065321	-0.0069659	-0.0066389	-0.0061706	-0.0058072	-0.0054431	-0.0051092	-0.0047845	-0.0042539	-0.0039262	-0.0035380	-0.0031136	-0.0028041	-0.0025564	-0.0022787	-0.0019510	-0.0017342	-0.0014506	-0.0013158	-0.0010886	-0.0009478	-0.0008043	-0.0006511	-0.0005605	-0.0005141	-0.0003512	-0.0003761	-0.0003522	-0.0002462	-0.0003809	-0.0002061	-0.0002817	-0.0002570	-0.0001418	-0.0001794	-0.0002215	-0.0001098	-0.0003056	-0.0001093
5.8000002	0.0029006	0.0036945	0.0047117	0.0049263	0.0049370	0.0046584	0.0045916	0.0043274	0.0040681	0.0035981	0.0030929	0.0023964	0.0014505	0.0005150	-0.0006446	-0.0033233	-0.0036655	-0.0033246	-0.0024848	-0.0016345	-0.0009455	-0.0002494	0.0006904	0.0019374	0.0027052	0.0028528	0.0023766	0.0015879	0.0008091	-0.0002956	-0.0011218	-0.0022916	-0.0034876	-0.0049960	-0.0064345	-0.0068828	-0.0065119	-0.0060019	-0.0055732	-0.0052232	-0.0047837	-0.0044488	-0.0039535	-0.0036282	-0.0031669	-0.0028667	-0.0024935	-0.0021499	-0.0019400	-0.0016357	-0.0015050	-0.0012417	-0.0010002	-0.0007273	-0.0008162	-0.0006492	-0.0005340	-0.0006185	-0.0003944	-0.0003279	-0.0002567	-0.0001533	-0.0000836	-0.0001015	0.0000125	-0.0000372	-0.0000533	0.0000441	0.0000032	0.0000345	-0.0000073	-0.0001042	0.0001473
5.9000001	0.0025641	0.0037152	0.0046248	0.0047702	0.0046949	0.0043982	0.0042061	0.0038897	0.0035254	0.0032134	0.0026716	0.0021671	0.0014459	0.0005090	-0.0010098	-0.0034859	-0.0038041	-0.0034679	-0.0025871	-0.0016820	-0.0009493	-0.0002719	0.0008144	0.0019364	0.0026966	0.0028432	0.0024967	0.0017838	0.0009083	-0.0000083	-0.0009754	-0.0020575	-0.0032920	-0.0048159	-0.0061946	-0.0067000	-0.0063572	-0.0058908	-0.0054606	-0.0051456	-0.0048475	-0.0045422	-0.0040437	-0.0037556	-0.0033343	-0.0030546	-0.0028397	-0.0023993	-0.0022662	-0.0020652	-0.0018037	-0.0017564	-0.0014226	-0.0012303	-0.0011691	-0.0011000	-0.0010594	-0.0008888	-0.0007656	-0.0006804	-0.0006855	-0.0005249	-0.0004581	-0.0003961	-0.0003645	-0.0004283	-0.0004348	-0.0003795	-0.0004225	-0.0003501	-0.0004810	-0.0004570	-0.0004476
6.0000000	0.0021155	0.0031532	0.0041585	0.0045587	0.0045344	0.0044003	0.0042621	0.0044112	0.0040265	0.0034993	0.0030974	0.0025043	0.0018341	0.0008157	-0.0007011	-0.0031180	-0.0033958	-0.0032767	-0.0024141	-0.0015715	-0.0007943	-0.0002423	0.0008097	0.0018529	0.0026921	0.0028629	0.0024493	0.0017564	0.0007580	-0.0002063	-0.0011910	-0.0021659	-0.0034204	-0.0049633	-0.0063064	-0.0068128	-0.0065444	-0.0060011	-0.0056270	-0.0052369	-0.0049848	-0.0046022	-0.0041077	-0.0038442	-0.0034633	-0.0030955	-0.0028227	-0.0024625	-0.0023295	-0.0021031	-0.0018541	-0.0017337	-0.0013554	-0.0012378	-0.0011515	-0.0009109	-0.0008627	-0.0006906	-0.0006267	-0.0005050	-0.0004780	-0.0003873	-0.0004399	-0.0004232	-0.0005444	-0.0005887	-0.0005916	-0.0004782	-0.0005120	-0.0004185	-0.0005492	-0.0005950	-0.0004567
6.0999999	0.0022722	0.0034288	0.0045846	0.0048662	0.0047869	0.0044559	0.0043304	0.0043082	0.0041118	0.0037534	0.0033512	0.0028460	0.0021797	0.0011976	-0.0002477	-0.0029011	-0.0033774	-0.0031717	-0.0024123	-0.0015952	-0.0007871	-0.0002329	0.0006726	0.0017254	0.0025263	0.0027306	0.0023592	0.0015266	0.0006641	-0.0002685	-0.0012638	-0.0022368	-0.0034707	-0.0049706	-0.0061797	-0.0066876	-0.0064481	-0.0058753	-0.0054737	-0.0050106	-0.0047667	-0.0044457	-0.0038643	-0.0036222	-0.0033198	-0.0028543	-0.0025785	-0.0022236	-0.0019702	-0.0018159	-0.0015863	-0.0013312	-0.0010691	-0.0009806	-0.0007446	-0.0006702	-0.0005336	-0.0005718	-0.0003220	-0.0001814	-0.0001556	-0.0001540	-0.0001339	-0.0002582	-0.0002705	-0.0003888	-0.0004141	-0.0003938	-0.0003536	-0.0003324	-0.0004393	-0.0006019	-0.0002433
6.1999998	0.0030387	0.0032324	0.0043067	0.0047012	0.0048571	0.0045473	0.0047696	0.0047995	0.0045662	0.0041610	0.0034846	0.0029485	0.0021090	0.0010775	-0.0005592	-0.0030247	-0.0034485	-0.0033304	-0.0025327	-0.0016700	-0.0009980	-0.0003067	0.0005640	0.0016765	0.0024747	0.0027119	0.0023479	0.0016201	0.0006869	-0.0002746	-0.0011668	-0.0021319	-0.0033060	-0.0048301	-0.0060410	-0.0064982	-0.0062894	-0.0057562	-0.0053685	-0.0049847	-0.0047616	-0.0044113	-0.0039432	-0.0036147	-0.0032766	-0.0029057	-0.0026128	-0.0023359	-0.0021659	-0.0019339	-0.0017649	-0.0015831	-0.0013224	-0.0010950	-0.0010263	-0.0008849	-0.0007982	-0.0007626	-0.0006194	-0.0004648	-0.0005276	-0.0005064	-0.0004399	-0.0005590	-0.0005518	-0.0007272	-0.0007610	-0.0007064	-0.0007127	-0.0007145	-0.0008281	-0.0009704	-0.0006232
6.3000002	0.0022400	0.0032350	0.0043871	0.0048344	0.0046504	0.0044951	0.0044267	0.0043587	0.0040197	0.0036999	0.0030777	0.0024943	0.0018380	0.0007371	-0.0006960	-0.0031784	-0.0034235	-0.0031520	-0.0024281	-0.0015418	-0.0008139	-0.0002423	0.0006695	0.0017925	0.0025703	0.0026808	0.0022986	0.0015876	0.0007170	-0.0001952	-0.0012345	-0.0021979	-0.0033000	-0.0047577	-0.0060725	-0.0064475	-0.0061991	-0.0056595	-0.0052918	-0.0049915	-0.0046822	-0.0042944	-0.0038347	-0.0036001	-0.0032850	-0.0028772	-0.0026619	-0.0023726	-0.0022834	-0.0018988	-0.0017627	-0.0015419	-0.0013168	-0.0012227	-0.0011253	-0.0009812	-0.0009996	-0.0008534	-0.0007673	-0.0006808	-0.0006927	-0.0005915	-0.0005738	-0.0006424	-0.0005560	-0.0006395	-0.0006618	-0.0005560	-0.0006070	-0.0005330	-0.0005769	-0.0006213	-0.0003847
6.4000001	0.0023755	0.0029833	0.0043935	0.0043982	0.0044264	0.0041157	0.0041669	0.0040277	0.0038234	0.0035868	0.0029389	0.0025160	0.0019738	0.0010697	-0.0003533	-0.0027178	-0.0031617	-0.0029356	-0.0022595	-0.0015043	-0.0007558	-0.0002969	0.0006442	0.0016703	0.0024262	0.0025546	0.0021215	0.0014427	0.0006429	-0.0002494	-0.0011961	-0.0021337	-0.0033216	-0.0047190	-0.0060498	-0.0064258	-0.0060970	-0.0055576	-0.0052594	-0.0049057	-0.0046520	-0.0042340	-0.0037875	-0.0035078	-0.0031224	-0.0027491	-0.0025192	-0.0021660	-0.0019673	-0.0017443	-0.0015701	-0.0013562	-0.0010468	-0.0010393	-0.0008368	-0.0007439	-0.0006736	-0.0005198	-0.0004371	-0.0003590	-0.0002539	-0.0002046	-0.0001185	-0.0001975	-0.0001867	-0.0002473	-0.0003027	-0.0002553	-0.0003447	-0.0002420	-0.0002683	-0.0002367	-0.0002162
6.5000000	0.0027476	0.0029310	0.0040333	0.0042894	0.0043933	0.0040061	0.0041405	0.0042223	0.0039194	0.0037728	0.0031646	0.0027455	0.0020577	0.0011318	-0.0002000	-0.0028883	-0.0031984	-0.0031675	-0.0023566	-0.0015085	-0.0008022	-0.0003062	0.0006755	0.0017502	0.0025452	0.0026982	0.0022453	0.0015559	0.0006644	-0.0002886	-0.0012380	-0.0021724	-0.0033131	-0.0047918	-0.0060711	-0.0064148	-0.0060823	-0.0056168	-0.0052756	-0.0048611	-0.0045899	-0.0042658	-0.0037929	-0.0034161	-0.0031336	-0.0027298	-0.0025021	-0.0021768	-0.0019578	-0.0018642	-0.0016532	-0.0014301	-0.0012272	-0.0010546	-0.0009751	-0.0009388	-0.0007224	-0.0006448	-0.0006300	-0.0004934	-0.0004885	-0.0005104	-0.0003460	-0.0004436	-0.0004975	-0.0005334	-0.0005264	-0.0004212	-0.0004606	-0.0004080	-0.0004265	-0.0004051	-0.0004253
6.5999999	0.0023686	0.0030371	0.0041174	0.0043998	0.0045847	0.0043034	0.0042696	0.0043031	0.0039440	0.0037125	0.0031839	0.0027377	0.0020170	0.0011841	-0.0004793	-0.0028094	-0.0031957	-0.0031182	-0.0023439	-0.0016203	-0.0009341	-0.0005343	0.0003012	0.0013870	0.0020750	0.0022464	0.0018479	0.0011933	0.0004142	-0.0004580	-0.0014082	-0.0022941	-0.0034830	-0.0048310	-0.0060049	-0.0064065	-0.0061194	-0.0056869	-0.0053320	-0.0049934	-0.0046033	-0.0043395	-0.0038766	-0.0035780	-0.0031707	-0.0028883	-0.0026009	-0.0023727	-0.0021847	-0.0018996	-0.0016212	-0.0014544	-0.0011936	-0.0010641	-0.0010651	-0.0007100	-0.0007196	-0.0006058	-0.0005521	-0.0004635	-0.0004554	-0.0003964	-0.0003493	-0.0003597	-0.0003603	-0.0003990	-0.0003923	-0.0002299	-0.0003092	-0.0003054	-0.0003024	-0.0003262	-0.0002643
6.6999998	0.0021521	0.0033230	0.0039906	0.0043377	0.0046476	0.0043451	0.0041394	0.0040766	0.0037325	0.0035745	0.0031514	0.0027691	0.0020641	0.0012249	-0.0003639	-0.0028337	-0.0030444	-0.0030370	-0.0023218	-0.0016130	-0.0009896	-0.0004760	0.0003666	0.0014171	0.0021424	0.0024010	0.0020291	0.0012835	0.0005223	-0.0003884	-0.0013259	-0.0023268	-0.0034564	-0.0047418	-0.0059421	-0.0063407	-0.0060162	-0.0055658	-0.0051421	-0.0048356	-0.0044387	-0.0041163	-0.0037019	-0.0033579	-0.0029310	-0.0027049	-0.0023048	-0.0020286	-0.0018492	-0.0016500	-0.0014361	-0.0012109	-0.0008954	-0.0007860	-0.0006473	-0.0005402	-0.0004470	-0.0004071	-0.0003429	-0.0002640	-0.0002059	-0.0002190	-0.0001450	-0.0002446	-0.0001867	-0.0003366	-0.0002600	-0.0001266	-0.0002806	-0.0002795	-0.0002950	-0.0003916	-0.0002118
6.8000002	0.0020174	0.0030479	0.0040227	0.0043006	0.0043881	0.0041895	0.0041957	0.0039087	0.0038599	0.0037878	0.0032062	0.0027809	0.0021303	0.0013104	-0.0003115	-0.0024888	-0.0028664	-0.0029447	-0.0021831	-0.0014230	-0.0009360	-0.0003937	0.0004265	0.0014657	0.0020803	0.0022930	0.0019404	0.0012687	0.0004418	-0.0004936	-0.0012729	-0.0022187	-0.0032844	-0.0046366	-0.0057450	-0.0060645	-0.0057889	-0.0053367	-0.0049292	-0.0046167	-0.0042868	-0.0039243	-0.0035555	-0.0032367	-0.0028302	-0.0024899	-0.0022592	-0.0019275	-0.0017120	-0.0015381	-0.0013779	-0.0011646	-0.0009369	-0.0009068	-0.0007102	-0.0006164	-0.0004326	-0.0004771	-0.0003272	-0.0003321	-0.0002213	-0.0002096	-0.0001686	-0.0002706	-0.0002473	-0.0004279	-0.0003179	-0.0002142	-0.0002616	-0.0002907	-0.0002678	-0.0003728	-0.0001862
6.9000001	0.0021715	0.0028258	0.0036573	0.0043036	0.0042584	0.0041050	0.0040775	0.0040920	0.0037001	0.0036662	0.0031400	0.0027503	0.0022467	0.0014179	-0.0002971	-0.0026647	-0.0029000	-0.0029302	-0.0021581	-0.0014396	-0.0009329	-0.0003855	0.0004658	0.0014272	0.0022102	0.0024133	0.0020248	0.0014001	0.0005443	-0.0003045	-0.0011728	-0.0020702	-0.0031804	-0.0045347	-0.0056388	-0.0059670	-0.0057353	-0.0052493	-0.0049055	-0.0045567	-0.0042675	-0.0038779	-0.0035107	-0.0032044	-0.0027926	-0.0024642	-0.0022035	-0.0019402	-0.0017305	-0.0015358	-0.0013819	-0.0011465	-0.0009065	-0.0008108	-0.0007074	-0.0005558	-0.0003936	-0.0004261	-0.0002370	-0.0001993	-0.0000871	-0.0000102	0.0000322	-0.0000027	0.0000781	-0.0000405	0.0000887	0.0000998	0.0001186	0.0000541	0.0001355	0.0000861	0.0001489
7.0000000	0.0021256	0.0027555	0.0037677	0.0042450	0.0041443	0.0039943	0.0040575	0.0038512	0.0038054	0.0035148	0.0031590	0.0027577	0.0022372	0.0013897	-0.0000293	-0.0025030	-0.0027613	-0.0026884	-0.0020647	-0.0014131	-0.0008938	-0.0003709	0.0004917	0.0014298	0.0022372	0.0023819	0.0020085	0.0013344	0.0005090	-0.0003771	-0.0012452	-0.0021634	-0.0032544	-0.0045489	-0.0056977	-0.0060016	-0.0057884	-0.0052711	-0.0049356	-0.0045387	-0.0042846	-0.0038656	-0.0034875	-0.0031810	-0.0027625	-0.0024660	-0.0021435	-0.0019594	-0.0017542	-0.0015331	-0.0013813	-0.0011208	-0.0008731	-0.0007181	-0.0006940	-0.0004883	-0.0003591	-0.0003782	-0.0001652	-0.0001012	0.0000157	0.0000929	0.0001576	0.0001460	0.0002472	0.0001730	0.0002941	0.0002485	0.0003078	0.0002247	0.0003183	0.0002664	0.0002664
7.1999998	0.0021780	0.0031190	0.0038505	0.0041263	0.0042865	0.0039814	0.0040676	0.0039984	0.0037746	0.0036868	0.0032805	0.0031149	0.0025656	0.0017750	0.0002700	-0.0020334	-0.0026673	-0.0025059	-0.0020481	-0.0012971	-0.0007024	-0.0002645	0.0005768	0.0014934	0.0021746	0.0023217	0.0020610	0.0013576	0.0005505	-0.0002560	-0.0011173	-0.0019868	-0.0029808	-0.0042443	-0.0053557	-0.0056209	-0.0053382	-0.0048886	-0.0044953	-0.0041635	-0.0039032	-0.0035651	-0.0030467	-0.0028359	-0.0025097	-0.0022688	-0.0019720	-0.0015755	-0.0014733	-0.0012565	-0.0011217	-0.0008330	-0.0007325	-0.0005773	-0.0005224	-0.0002784	-0.0002993	-0.0002800	-0.0001176	-0.0000597	0.0000856	-0.0000302	0.0001486	0.0000876	0.0001859	0.0001964	0.0002702	0.0002784	0.0003514	0.0003273	0.0003470	0.0002582	0.0002581
7.4000001	0.0018094	0.0029155	0.0036916	0.0041126	0.0040514	0.0040073	0.0041927	0.0041569	0.0040347	0.0039420	0.0036142	0.0035197	0.0028358	0.0020782	0.0006940	-0.0018570	-0.0022452	-0.0021693	-0.0017651	-0.0011607	-0.0005752	-0.0001470	0.0005649	0.0014743	0.0020045	0.0022250	0.0020550	0.0013343	0.0006053	-0.0001277	-0.0009917	-0.0018533	-0.0028529	-0.0040616	-0.0050795	-0.0052979	-0.0050213	-0.0045672	-0.0042727	-0.0039080	-0.0036328	-0.0033027	-0.0028761	-0.0026383	-0.0021700	-0.0019641	-0.0017234	-0.0013111	-0.0010935	-0.0009955	-0.0007839	-0.0005037	-0.0004418	-0.0003206	-0.0002199	-0.0000295	-0.0000334	-0.0000450	-0.0000112	0.0001251	0.0001527	0.0002098	0.0002287	0.0002216	0.0003971	0.0004498	0.0004759	0.0005793	0.0005168	0.0005675	0.0004949	0.0004614	0.0004138
7.5999999	0.0018265	0.0028132	0.0036853	0.0040470	0.0043387	0.0039978	0.0042227	0.0041456	0.0040457	0.0039117	0.0034806	0.0032237	0.0028248	0.0019513	0.0006742	-0.0020407	-0.0023661	-0.0023980	-0.0019351	-0.0013462	-0.0008711	-0.0003968	0.0002442	0.0012432	0.0018526	0.0020395	0.0018358	0.0011373	0.0004643	-0.0003250	-0.0011530	-0.0020649	-0.0030462	-0.0042577	-0.0052883	-0.0055699	-0.0052744	-0.0048190	-0.0044845	-0.0042004	-0.0038306	-0.0035608	-0.0031303	-0.0029441	-0.0024779	-0.0021365	-0.0019975	-0.0016814	-0.0014876	-0.0014022	-0.0011247	-0.0009245	-0.0007423	-0.0007233	-0.0006712	-0.0003975	-0.0004817	-0.0003784	-0.0003642	-0.0001775	-0.0003344	-0.0003239	-0.0002624	-0.0003937	-0.0004284	-0.0004736	-0.0003893	-0.0002705	-0.0003765	-0.0003194	-0.0002420	-0.0003236	-0.0002628
7.8000002	0.0021107	0.0027623	0.0032552	0.0038998	0.0041135	0.0038186	0.0039925	0.0038962	0.0038810	0.0037319	0.0032744	0.0029790	0.0026397	0.0018196	0.0002799	-0.0022094	-0.0024902	-0.0026604	-0.0021002	-0.0016170	-0.0010637	-0.0007176	-0.0000182	0.0009112	0.0015176	0.0017060	0.0013791	0.0007726	0.0000514	-0.0007682	-0.0015838	-0.0024071	-0.0033642	-0.0045425	-0.0054545	-0.0056937	-0.0054590	-0.0049718	-0.0046625	-0.0042998	-0.0041202	-0.0038102	-0.0034356	-0.0032570	-0.0028597	-0.0025666	-0.0023291	-0.0020205	-0.0019833	-0.0018421	-0.0015130	-0.0013444	-0.0012105	-0.0010585	-0.0010635	-0.0008994	-0.0007441	-0.0007370	-0.0006443	-0.0005054	-0.0005271	-0.0005647	-0.0005632	-0.0007200	-0.0008079	-0.0009288	-0.0008403	-0.0007637	-0.0008225	-0.0007995	-0.0007674	-0.0009255	-0.0007251
8.0000000	0.0018722	0.0028660	0.0036285	0.0038411	0.0038959	0.0036948	0.0038215	0.0037504	0.0035879	0.0034777	0.0031777	0.0027361	0.0022486	0.0015080	0.0003327	-0.0022407	-0.0025937	-0.0027389	-0.0021407	-0.0016718	-0.0012813	-0.0008729	-0.0001651	0.0007067	0.0012830	0.0015086	0.0012349	0.0006631	0.0000099	-0.0007914	-0.0015526	-0.0023664	-0.0033008	-0.0043772	-0.0052732	-0.0054427	-0.0051600	-0.0047499	-0.0043965	-0.0040792	-0.0037970	-0.0035152	-0.0031459	-0.0029066	-0.0025016	-0.0022398	-0.0020650	-0.0017534	-0.0015869	-0.0014130	-0.0012255	-0.0009747	-0.0007827	-0.0008058	-0.0007652	-0.0005485	-0.0004423	-0.0004154	-0.0004606	-0.0002248	-0.0002387	-0.0001756	-0.0002079	-0.0002312	-0.0003197	-0.0003673	-0.0002582	-0.0001399	-0.0002071	-0.0002364	-0.0000877	-0.0002221	-0.0000583
8.1999998	0.0017855	0.0025169	0.0030158	0.0033167	0.0036226	0.0035563	0.0036382	0.0037078	0.0034929	0.0034070	0.0031420	0.0027471	0.0023977	0.0015732	0.0003891	-0.0020792	-0.0023435	-0.0024721	-0.0019190	-0.0015262	-0.0010815	-0.0007157	0.0000011	0.0008641	0.0014978	0.0016900	0.0014539	0.0008083	0.0002199	-0.0006024	-0.0013648	-0.0022252	-0.0031599	-0.0042211	-0.0051134	-0.0053271	-0.0050153	-0.0046361	-0.0043230	-0.0040392	-0.0036836	-0.0033660	-0.0029824	-0.0026353	-0.0022711	-0.0020630	-0.0017635	-0.0014525	-0.0013218	-0.0011229	-0.0009939	-0.0007377	-0.0005973	-0.0004060	-0.0004073	-0.0002346	-0.0001260	-0.0002586	-0.0001163	-0.0000249	-0.0000402	0.0001015	0.0001232	0.0002165	0.0001884	0.0002400	0.0002546	0.0004014	0.0003767	0.0003187	0.0004016	0.0003923	0.0004354
8.3999996	0.0016461	0.0026756	0.0034449	0.0036910	0.0038521	0.0037493	0.0038745	0.0038370	0.0037461	0.0037378	0.0034879	0.0031448	0.0028608	0.0019992	0.0004376	-0.0017254	-0.0021184	-0.0022338	-0.0017291	-0.0012825	-0.0008993	-0.0005658	0.0000834	0.0009785	0.0015474	0.0017609	0.0014948	0.0008664	0.0002619	-0.0004887	-0.0012944	-0.0020500	-0.0029328	-0.0039390	-0.0047959	-0.0050398	-0.0047657	-0.0044225	-0.0040503	-0.0037322	-0.0034986	-0.0031841	-0.0027462	-0.0026001	-0.0021775	-0.0019102	-0.0016770	-0.0015659	-0.0012564	-0.0012111	-0.0010228	-0.0009682	-0.0006520	-0.0006112	-0.0004742	-0.0003519	-0.0003765	-0.0003797	-0.0002980	-0.0001929	-0.0003576	-0.0001469	-0.0000911	-0.0002823	-0.0001346	-0.0002534	-0.0002531	-0.0001382	-0.0000582	-0.0001555	-0.0001816	-0.0001884	-0.0000644
8.6000004	0.0019433	0.0030132	0.0035021	0.0038037	0.0039173	0.0037894	0.0039291	0.0038938	0.0037576	0.0037686	0.0033781	0.0031975	0.0027577	0.0021962	0.0006544	-0.0016201	-0.0020393	-0.0019852	-0.0017121	-0.0013428	-0.0009460	-0.0005954	0.0000155	0.0008598	0.0014096	0.0016123	0.0013499	0.0008065	0.0000555	-0.0006414	-0.0014559	-0.0022613	-0.0031057	-0.0041127	-0.0050726	-0.0052334	-0.0050033	-0.0045587	-0.0043142	-0.0039976	-0.0037365	-0.0035261	-0.0030177	-0.0029311	-0.0025644	-0.0023537	-0.0021579	-0.0018040	-0.0016776	-0.0015383	-0.0012956	-0.0011856	-0.0009901	-0.0010272	-0.0008141	-0.0005995	-0.0006393	-0.0005812	-0.0004833	-0.0003302	-0.0003385	-0.0001577	-0.0001814	-0.0002908	-0.0003509	-0.0005049	-0.0004637	-0.0004215	-0.0004608	-0.0003433	-0.0005675	-0.0007284	-0.0004886
8.8000002	0.0017120	0.0025533	0.0032162	0.0035303	0.0036152	0.0035489	0.0036556	0.0036374	0.0035296	0.0035966	0.0031753	0.0029729	0.0025187	0.0019504	0.0003583	-0.0018344	-0.0022904	-0.0023134	-0.0019952	-0.0015183	-0.0011070	-0.0007905	-0.0001288	0.0006886	0.0012667	0.0014437	0.0011728	0.0006606	-0.0000930	-0.0008529	-0.0015929	-0.0023732	-0.0032267	-0.0042113	-0.0050569	-0.0052541	-0.0049060	-0.0045446	-0.0042198	-0.0039766	-0.0037613	-0.0034345	-0.0029419	-0.0027660	-0.0024443	-0.0022834	-0.0020234	-0.0018286	-0.0016655	-0.0014613	-0.0013591	-0.0011616	-0.0010217	-0.0008998	-0.0009002	-0.0007241	-0.0006096	-0.0005801	-0.0004736	-0.0002908	-0.0004468	-0.0002340	-0.0002808	-0.0002740	-0.0003675	-0.0003758	-0.0004453	-0.0003282	-0.0004333	-0.0002554	-0.0004674	-0.0006704	-0.0003458
